Buy,"{'key': 1594, 'symbol': 'INFY', 'ltp': '1687.70', 'change': '-4.34', 'volume': 12182167, 'high': '1755.10', 'low': '1682.45'}",2025-02-28T13:20:46.934Z
Buy,"{'key': 1594, 'symbol': 'INFY', 'ltp': '1687.70', 'change': '-4.34', 'volume': 12182167, 'high': '1755.10', 'low': '1682.45'}",2025-02-28T13:20:49.016Z
Sell,"{'key': 1594, 'symbol': 'INFY', 'ltp': '1687.70', 'change': '-4.34', 'volume': 12182167, 'high': '1755.10', 'low': '1682.45'}",2025-02-28T13:20:54.572Z
